Date,Time,Temperature,Humidity,Gas,Light,Rain,Voltage,InternalTemp,RTCTemp,BatteryStatus,SensorStatus
2025-07-22,15:59:31,30,73,1984,65535,1,4.0291,27.793,30.250,FULL,NORMAL
2025-07-22,15:59:37,30,73,1968,65535,1,4.0201,27.793,30.250,FULL,NORMAL
2025-07-22,15:59:42,30,73,1968,65535,1,4.0221,27.887,30.250,FULL,NORMAL
2025-07-22,15:59:48,30,74,1952,65512,1,4.0276,27.793,30.250,FULL,NORMAL
2025-07-22,15:59:53,30,74,1968,65535,1,4.0231,27.513,30.250,FULL,NORMAL
2025-07-22,15:59:58,30,74,1952,65535,1,4.0155,27.606,30.250,FULL,NORMAL
2025-07-22,16:00:04,30,74,1968,65535,1,4.0145,27.981,30.250,FULL,NORMAL
2025-07-22,16:00:09,30,74,1968,65535,1,4.0286,27.793,30.250,FULL,NORMAL
2025-07-22,16:00:15,30,73,1952,65535,1,4.0231,27.606,30.250,FULL,NORMAL
2025-07-22,16:00:20,30,73,1936,65535,1,4.0206,27.887,30.250,FULL,NORMAL
2025-07-22,16:00:25,30,73,1952,65535,1,4.0160,27.513,30.500,FULL,NORMAL
2025-07-22,16:00:31,30,73,1952,65535,1,4.0155,27.887,30.500,FULL,NORMAL
2025-07-22,16:00:36,30,73,1936,65535,1,4.0286,27.793,30.500,FULL,NORMAL
2025-07-22,16:00:42,30,73,1920,65535,1,4.0211,27.700,30.500,FULL,NORMAL
2025-07-22,16:00:47,30,73,1936,65535,1,4.0171,28.074,30.500,FULL,NORMAL
2025-07-22,16:00:52,30,73,1984,65535,1,4.0221,27.887,30.500,FULL,NORMAL
2025-07-22,16:00:58,30,74,2000,65535,1,4.0251,27.887,30.500,FULL,NORMAL
2025-07-22,16:01:03,30,74,2000,65499,1,4.0186,28.074,30.500,FULL,NORMAL
2025-07-22,16:01:09,30,74,2016,65535,1,4.0206,28.262,30.500,FULL,NORMAL
2025-07-22,16:01:14,30,74,2000,65535,1,4.0186,28.168,30.500,FULL,NORMAL
2025-07-22,16:01:19,30,74,2000,65535,1,4.0226,28.074,30.500,FULL,NORMAL
2025-07-22,16:01:25,30,74,2016,65535,1,4.0145,27.887,30.500,FULL,NORMAL
2025-07-22,16:01:30,30,75,2000,65535,1,4.0130,27.793,30.500,FULL,NORMAL
2025-07-22,16:01:35,30,74,1984,65535,1,4.0165,28.074,30.500,FULL,NORMAL
2025-07-22,16:01:41,30,73,2000,65535,1,4.0176,27.981,30.500,FULL,NORMAL
2025-07-22,16:01:46,30,73,2000,65499,1,4.0176,28.074,30.500,FULL,NORMAL
2025-07-22,16:01:52,30,74,2000,65535,1,4.0150,28.262,30.500,FULL,NORMAL
